title,review,price,timestamp
"Quem pensa enriquece: o legado - LIVRO DE BOLSO, de Hill, Napoleon. Editorial CDG Edições e Publicações Eireli, tapa mole en português, 2019",4.4,"R$12,81",2024-12-26 16:27:31
Box De Livros Harry Potter De J.k. Rowling Edição 1 Scholastic Castelo (caixa Azul) Em Português 2015 Editora Rocco,5.0,"R$299,93",2024-12-26 16:27:31
"Encontro Diário Com Deus 2025: Orações E Mensagens, De Bradatan Costica. Sazonais, Vol. 1. Editorial Editora Vozes Ltda., Capa Mole, Edição 1 Em Português, 2024",4.9,"R$14,61",2024-12-26 16:27:31
"Alma ferida, alma curada: Os caminhos da fé para vencer os problemas, de Pe. Reginaldo Manzotti. Editorial Petra - NF, tapa mole, edición 1 en português, 2024",4.9,"R$29,20",2024-12-26 16:27:31
"Livro Hoje É Um Bom Dia Para Viver Milagres, De Fernandes, André. Editorial Gente, Capa Mole Em Português, 2024",5.0,"R$55,78",2024-12-26 16:27:31
Livro As 48 Leis Do Poder (capa Dura),4.8,"R$60,48",2024-12-26 16:27:31
Livro Fisico A Coragem De Ser Imperfeito/ Brené Brown,4.9,"R$33,29",2024-12-26 16:27:31
Verity Colleen Hoover,4.8,"R$39,53",2024-12-26 16:27:31
Livro Como Fazer Amigos E Influenciar Pessoas De Dale Carnegie Editora Sextante,4.9,R$38,2024-12-26 16:27:31
"O Caderno De Maldades Do Scorpio, De Maidy Lacerda. Editorial Outro Planeta, Tapa Mole, Edición 1 En Português, 2024",4.9,"R$49,49",2024-12-26 16:27:31
"Livro Pai Rico, Pai Pobre: Edição De 20 Anos ( Lacrado )",5.0,R$34,2024-12-26 16:27:31
"As armas da persuasão: Não Aplica, de : Robert B. Cialdini. Série Não Aplica, vol. Não Aplica. Editora SEXTANTE, capa mole, edição não aplica em português, 2021",4.9,"R$32,72",2024-12-26 16:27:31
O Poder Da Autorresponsabilidade De Paulo Viera,4.9,"R$17,94",2024-12-26 16:27:31
"Comece pelo porquê: Não Aplica, de : Simon Sinek. Série Não Aplica, vol. Não Aplica. Editora SEXTANTE, capa mole, edição não aplica em português, 2021",4.9,"R$41,31",2024-12-26 16:27:31
Café Com Deus Pai 2025 - Porções Diárias De Transformação - Junior Rostirola,5.0,"R$73,69",2024-12-26 16:27:31
Livro Harry Potter E A Pedra Filosofal De J.K. Rowling Edição 1 Ano 2016 Em Português Editora Rocco,5.0,"R$208,09",2024-12-26 16:27:31
Box De Livros Harry Potter Vermelho (edição Britânica) J.k. Rowling Ano 2017 Editora Rocco,4.9,"R$299,93",2024-12-26 16:27:31
Café Com Deus Pai 2025 - Porções Diárias De Transformação - Junior Rostirola - Novo Lacrado,5.0,"R$69,65",2024-12-26 16:27:31
Livro A Fúria Da Deusa Tríplice Rick Riordan Intrínseca,5.0,"R$50,91",2024-12-26 16:27:31
"O Jeito Disney De Encantar Os Clientes - 1ª edição de luxo 10 anos + Marcador, de Disney Institute. Editora Benvirá, capa dura em português, 2023",4.9,"R$35,91",2024-12-26 16:27:31
"Atitude mental positiva, de Hill, Napoleon. Editorial CDG Edições e Publicações Eireli, tapa mole en português, 2015",4.9,"R$23,67",2024-12-26 16:27:31
"Ainda estou aqui, de Paiva, Marcelo Rubens. Editorial Editora Schwarcz SA, tapa mole en português, 2015",5.0,"R$58,11",2024-12-26 16:27:31
"Como Desenhar Coisas Fofas: Um Guia Simples Para Fazer Desenhos Encantadores, De Angela Nguyen. Editora Sextante, Capa Mole, Edição 1 Em Português, 2024",4.8,"R$41,53",2024-12-26 16:27:31
Box Diário De Um Banana (contém Pôster) - Vol 1 Ao 10,5.0,"R$331,42",2024-12-26 16:27:31
Box Diário De Um Banana - 10 Volumes - Lacrado E Poster,5.0,R$297,2024-12-26 16:27:31
Box Harry Potter - Serie Completa,4.9,R$293,2024-12-26 16:27:31
Livro O Homem-Cão Volume 1 De Dav Pilkey Da Editora Companhia das Letrinhas,4.9,"R$34,39",2024-12-26 16:27:31
Bíblia De Estudo King James Fiel 1611 Com Estudo Holman,4.8,"R$239,24",2024-12-26 16:27:31
Livro Kit Jujutsu Kaisen Vol. 0 Ao 5 - Contos Em Quadrinhos E Novelas Gráficas.,4.9,"R$199,40",2024-12-26 16:27:31
Livro Pai Rico Pai Pobre Edição 20 Anos Atualizada E Ampliad,5.0,"R$35,90",2024-12-26 16:27:31
"Café Com Deus Pai | Edições 2023, 2024 E 2025 | Inspiração Diária Para Todos Os Dias | Junior Rostirola",4.9,R$196,2024-12-26 16:27:31
"Kit2- Café Com Deus Pai - Porções Diárias De Paz - 2025, De Rostirola, Junior. Editorial Velos Editora, Capa Mole Em Português, 2025",5.0,"R$178,90",2024-12-26 16:27:31
"18 Princípios Para Você Evoluir, De Charles Mendlowicz. Editora Citadel, Capa Mole, Edição 1 Em Português, 2023",4.9,R$31,2024-12-26 16:27:31
"Café Com Deus Pai -  2025, De Rostirola, Junior 2025 + Livro Criando Filhos Para Amanhã",5.0,"R$153,90",2024-12-26 16:27:31
Livro Café Com Deus Pai 2025,5.0,"R$74,90",2024-12-26 16:27:31
Devocional Mulheres 365 Dias | Capa Dura | Viviane Martinello,5.0,"R$57,95",2024-12-26 16:27:31
Livro A Ciranda Das Mulheres Sábias Clarissa Pinkola Estés Editora Rocco,4.9,"R$36,60",2024-12-26 16:27:31
"A coragem para liderar: Trabalho duro, conversas difíceis, corações plenos, de Brown, Brené. Editorial Editora Best Seller Ltda, capa mole em português, 2019",4.9,"R$31,92",2024-12-26 16:27:31
"O lado feio do amor, de Hoover, Colleen. Editorial Editora Record Ltda., capa mole em português, 2015",4.8,"R$43,55",2024-12-26 16:27:31
Livro Mergulho Na Escuridão Five Nights At Freddy´s Pavores De Fazbear  Vol. 1,4.9,"R$42,41",2024-12-26 16:27:31
Livro Pai Rico Pai Pobre- Robert T. Kiyosaki- Envio Imediato,5.0,"R$46,78",2024-12-26 16:27:31
Devocional Café Com Deus Pai 2025 | Junior Rostirola,4.9,"R$78,85",2024-12-26 16:27:31
Café Com Deus Pai 2025 - Porções Diárias De Transformação | Ed. Vélos,4.9,"R$111,95",2024-12-26 16:27:31
Quebrando O Hábito De Ser Você Mesmo: Como Reconstruir Sua M,4.9,"R$27,99",2024-12-26 16:27:31
"O poder do hábito: Não Aplica, de : Charles Duhigg. Série Não Aplica, vol. Não Aplica. Editora Objetiva, capa mole, edição não aplica em português, 2020",4.9,"R$50,30",2024-12-26 16:27:31
"Diário de uma garota nada popular, de Russell, Rachel Renée. Diário de uma garota nada popular (1), vol. 1. Editorial Verus Editora Ltda., capa dura em português, 2010",5.0,"R$32,72",2024-12-26 16:27:31
Hábitos atômicos: Um método fácil e comprovado de criar bons hábitos e se livrar dos maus - Editora Alta Books,,"R$32,38",2024-12-26 16:27:31
"O método Silva de controle mental, de Silva, José. Citadel Editora, capa mole, edição 1 em português, 2023",,"R$33,54",2024-12-26 16:27:31
"O método Silva de controle mental, de Silva, José. Citadel Editora, capa mole, edição 1 em português, 2023",5.0,"R$33,54",2024-12-26 16:27:34
"Gatilhos Mentais: O Guia Completo Com Estratégias De Negócios E Comunicações Provadas Para Você Aplicar, De Ferreira, Gustavo. Dvs Editora Ltda, Capa Mole Em Português, 2019",5.0,"R$29,98",2024-12-26 16:27:34
"Jujutsu Kaisen: Batalha de Feiticeiros Vol. 4, de Akutami, Gege. Editorial Panini Brasil LTDA, tapa mole en português, 2022",4.9,"R$27,68",2024-12-26 16:27:34
"Café Com Deus Pai | Edições 2023, 2024 E 2025 | Inspiração Diária Para Todos Os Dias | Junior Rostirola",5.0,R$196,2024-12-26 16:27:34
Café Com Deus Pai 2025 - Porções Diárias De Transformação - Junior Rostirola,4.9,"R$73,69",2024-12-26 16:27:34
"O Caderno De Maldades Do Scorpio, De Maidy Lacerda. Editorial Outro Planeta, Tapa Mole, Edición 1 En Português, 2024",4.9,"R$49,49",2024-12-26 16:27:34
"Minutos de Sabedoria: Não se aplica., de C Torres Pastorino. Série 1, vol. 1. Editora VOZES, capa mole, edição 41 em português, 2008",4.9,R$13,2024-12-26 16:27:34
Livro Pai Rico Pai Pobre - Robert Kiyosaki Edição 20 Anos,5.0,"R$69,84",2024-12-26 16:27:34
Livro Novena De Natal 2024 - Nasce A Esperança,4.9,"R$8,01",2024-12-26 16:27:34
Livro As 48 Leis Do Poder (capa Dura),5.0,"R$70,09",2024-12-26 16:27:34
Livro Caixa Harry Potter - Edição Premium,4.8,"R$363,45",2024-12-26 16:27:34
"Livro Pai Rico, Pai Pobre",4.9,"R$43,92",2024-12-26 16:27:34
Livro Essencialismo: A Disciplinada Busca Por Menos De Greg Mckeown Editora Sextante,4.9,"R$38,92",2024-12-26 16:27:34
Livro Fisico A Coragem De Ser Imperfeito/ Brené Brown,4.8,"R$33,29",2024-12-26 16:27:34
Verity Colleen Hoover,4.9,"R$39,53",2024-12-26 16:27:34
A Biblioteca da Meia Noite de Matt Haig Editora Bertrand Brasil Em Portugués,5.0,"R$39,24",2024-12-26 16:27:34
Livro Pai Rico Pai Pobre Novo Edição 20 Anos Atualizada E Ampliad,4.9,"R$41,09",2024-12-26 16:27:34
Livro As 48 Leis Do Poder (capa Dura) Edição 2021,4.9,"R$68,58",2024-12-26 16:27:34
Café Com Deus Pai Porções Diárias De Transformação 2025,5.0,R$75,2024-12-26 16:27:34
Box Diário De Um Banana - 10 Volumes - Lacrado E Poster,4.0,"R$314,43",2024-12-26 16:27:34
"Kit É Assim Que Acaba + É Assim Que Começa Vols 1 E 2 Colleen Hoover, De : Colleen Hoover. Não Aplica, Vol. Não Aplica. Editorial Galera, Tapa Mole, Edición Não Aplica En Português, 2022",4.9,"R$78,90",2024-12-26 16:27:34
"Sua Marca Pessoal: Revele Sua Autenticidade: Fortaleça Seu, De Susana Giuliana; Arbex. Editora Literare Books - Ser Mais, Capa Mole Em Português",5.0,"R$55,90",2024-12-26 16:27:34
Mangá Jujutsu Kaisen - Batalha De Feiticeiros Vol. 01,5.0,"R$35,05",2024-12-26 16:27:34
Box Diário De Um Banana (contém Pôster) - 10 Volumes,4.9,"R$331,42",2024-12-26 16:27:34
Livro As 48 Leis Do Poder (capa Dura),5.0,"R$65,38",2024-12-26 16:27:34
"Emoções Inteligentes: Governe Sua Vida Emocional E Assuma O Controle Da Sua Existência, De Tiago Brunet. Editorial Buzz Editora, Capa Mole, Edição 1 Em Português, 2024",4.8,"R$44,92",2024-12-26 16:27:34
"Livros O Poder Do Hábito + A Sutil Arte De Ligar O Foda-se: Não Aplica, De : Mark Manson / : Charles Duhigg. Editorial Objetiva - Intrinseca, Tapa Mole En Português, 2022",4.9,"R$130,32",2024-12-26 16:27:34
"Pai Rico, Pai Pobre - Robert T. Kiyosaki - Livro Físico",4.9,"R$65,99",2024-12-26 16:27:34
Livro Diário De Um Banana Volume 2 Rodrick É O Cara,5.0,R$55,2024-12-26 16:27:34
Livro People First,4.9,"R$69,90",2024-12-26 16:27:34
Vade Mecum Saraiva Tradicional - 38ª Edição/2024 - 2º Semestre,5.0,"R$189,90",2024-12-26 16:27:34
Livro Café Com Deus Pai 2025,5.0,"R$74,90",2024-12-26 16:27:34
Café Com Deus Pai 2025,4.9,"R$74,90",2024-12-26 16:27:34
"A gente mira no amor e acerta na solidão, de Suy, Ana. Editorial Editora Planeta do Brasil Ltda., capa mole em português, 2022",4.8,"R$36,02",2024-12-26 16:27:34
Os Tres Pilares Da Mente Milionaria de Gabriel Rockenbach Editorial Trend Capa Mole Edição 1 Em Português 2024,5.0,"R$12,14",2024-12-26 16:27:34
"Obsessão Pelo Cliente: Histórias, Segredos E Insights, De Colin Bryar E Bill Carr. Editora Citadel, Capa Brochura, Edição 1 Em Português, 2023",4.9,"R$33,20",2024-12-26 16:27:34
Livro O Homem Mais Rico Da Babilônia,4.9,"R$16,47",2024-12-26 16:27:34
Café Com Deus Pai - Porções Diárias De Paz - 2025,5.0,"R$99,90",2024-12-26 16:27:34
Livro As 48 Leis Do Poder - Autoajuda Por Robert Greene (edição 2021),5.0,"R$72,29",2024-12-26 16:27:34
Livro As 48 Leis Do Poder (capa Dura),4.9,"R$65,45",2024-12-26 16:27:34
As 48 Leis Do Poder - Robert Greene Capa Dura Lançamento,5.0,"R$78,90",2024-12-26 16:27:34
As Aventuras de Mike Volume 3 Mudando de Casa de Manu Digilio e Gabriel Dearo Editora Planeta capa mole em português 2022,4.8,"R$42,99",2024-12-26 16:27:34
"Jujutsu Kaisen - Batalha De Feiticeiros - 17, de Akutami, Gege. Editorial Panini Brasil LTDA, tapa mole en português, 2022",4.9,"R$18,88",2024-12-26 16:27:34
Livro As 48 Leis Do Poder (capa Dura),4.8,"R$74,93",2024-12-26 16:27:34
Novena E Festa Da Padroeira Do Brasil - 2024,5.0,"R$8,19",2024-12-26 16:27:34
"Jujutsu Kaisen: Batalha de Feiticeiros Vol. 6,",5.0,"R$32,70",2024-12-26 16:27:34
"Diário de um Banana 18: Cabeça oca, de Jeff Kinney. Diário de um banana, vol. 18. Editorial VR Editora, tapa dura, edición 1 en português, 2023",5.0,"R$43,91",2024-12-26 16:27:34
"As Aventuras de Mike - Volume 1: Não Aplica, de : Manu Digilio / : Gabriel Dearo. Série Não Aplica, vol. Não Aplica. Editora Planeta, capa mole, edição não aplica em português, 2020",,"R$29,94",2024-12-26 16:27:34
Livro As 48 Leis Do Poder (capa Dura),,"R$74,92",2024-12-26 16:27:34
Livro- Diário De Um Banana. Romance Em Quadrinhos - Volume 1,,"R$69,90",2024-12-26 16:27:34
"Café Com Deus Pai - Porções Diárias De Transformação - 2025, De Rostirola, Junior. Editorial Velos Editora, Capa Mole Em Português, 2025",,R$99,2024-12-26 16:27:34
Box Harry Potter - Rocco,,"R$383,42",2024-12-26 16:27:34
Box Azul Harry Potter - 7 Volumes,,"R$383,42",2024-12-26 16:27:34
"Pai Rico, Pai Pobre - Edição De 20 Anos Atualizada E Ampliada - Novo Lacrado",,"R$78,99",2024-12-26 16:27:34
Livro As 48 Leis Do Poder (capa Dura),5.0,"R$74,93",2024-12-26 16:27:37
Livro Café Com Deus Pai 2025 Porções Diárias De Transformação,4.9,"R$74,90",2024-12-26 16:27:37
Mulheres Que Correm Com Os Lobos Mitos E Histórias Do Arquétipo Da Mulher Selvagem Clarissa Pinkola Estés,4.9,"R$57,59",2024-12-26 16:27:37
Livro Fisico A Coragem De Ser Imperfeito/ Brené Brown,4.8,"R$33,29",2024-12-26 16:27:37
Verity Colleen Hoover,4.9,"R$39,53",2024-12-26 16:27:37
Livro Como Fazer Amigos E Influenciar Pessoas De Dale Carnegie Editora Sextante,4.8,R$38,2024-12-26 16:27:37
"Nexus: Uma Breve História Das Redes De Informação, Da Idade Da Pedra À Inteligência Artificial, De Yuval Noah Harari., Vol. 1. Editorial Companhia Das Letras, Tapa Mole, Edición 1 En Português, 2024",5.0,"R$78,99",2024-12-26 16:27:37
"As 48 Leis Do Poder (capa Dura), De Robert Greene. Editora Rocco, Capa Dura Em Português, 2021",4.9,"R$65,09",2024-12-26 16:27:37
"Beleza Oculta, De Lucinda Riley. Editorial Editora Arqueiro, Capa Mole, Edição 1 Em Português, 2024",5.0,"R$48,93",2024-12-26 16:27:37
Livro As 48 Leis Do Poder (capa Dura),4.9,"R$72,20",2024-12-26 16:27:37
"O Deus que destrói sonhos, de Bibo, Rodrigo. Editorial Vida Melhor Editora S.A, tapa dura en português, 2021",5.0,"R$22,87",2024-12-26 16:27:37
Café Com Deus Pai 2025 | Porções Diárias De Transformação | Junior Rostirola,5.0,"R$78,33",2024-12-26 16:27:37
Novena E Festa Da Padroeira Do Brasil - 2024,5.0,"R$8,19",2024-12-26 16:27:37
Livro Novena De Natal 2024 - Nasce A Esperança,5.0,"R$8,01",2024-12-26 16:27:37
"Café Com Deus Pai | Edições 2023, 2024 E 2025 | Inspiração Diária Para Todos Os Dias | Junior Rostirola",5.0,R$196,2024-12-26 16:27:37
"Livro: Café Com Deus Pai 2025 - Porções Diárias De Transformação, De Junior Rostirola, Velos Editora",5.0,"R$78,85",2024-12-26 16:27:37
"A Geração Ansiosa: Como A Infância Hiperconectada Está Causando Uma Epidemia De Transtornos Mentais, De Jonathan Haidt., Vol. 1. Editorial Companhia Das Letras, Capa Mole, Edição 1 Em Português, 2024",4.9,"R$49,93",2024-12-26 16:27:37
One Piece 3 em 1 Vol. 1 Eiichiro Oda Editora Panini Capa mole Português 2022,5.0,"R$47,40",2024-12-26 16:27:37
Coleção Harry Potter - 7 Volumes,4.8,"R$334,16",2024-12-26 16:27:37
"Box Diário de uma garota nada popular (Edição de bolso – Vol. 1 a 5), de Russel, Rachel Renée. Editorial Verus Editora Ltda., capa mole em português, 2021",4.9,"R$135,92",2024-12-26 16:27:37
"Jujutsu Kaisen: Batalha de Feiticeiros Vol. 3, de Akutami, Gege. Editorial Panini Brasil LTDA, tapa mole en português, 2022",4.9,"R$27,06",2024-12-26 16:27:37
Livro As 48 Leis Do Poder (capa Dura),4.9,"R$65,09",2024-12-26 16:27:37
"One Piece Vol. 1, de Oda, Eiichiro. Editora Panini Brasil LTDA, capa mole em português, 2023",4.9,"R$29,08",2024-12-26 16:27:37
Pai Rico Pai Pobre | Nova Edição | Robert T. Kiyosaki,4.9,"R$45,60",2024-12-26 16:27:37
"Jujutsu Kaisen: Batalha de Feiticeiros Vol. 5, de Akutami, Gege. Editorial Panini Brasil LTDA, tapa mole en português, 2022",5.0,"R$35,05",2024-12-26 16:27:37
"Inteligência emocional de Goleman, Daniel Editorial Editora Schwarcz SA tapa mole en português 1996",4.8,R$50,2024-12-26 16:27:37
"Pai Rico, Pai Pobre - 20 Anos",,"R$46,12",2024-12-26 16:27:37
Café Com Deus Pai 2025 - Porções Diárias De Paz - Porções Diárias De Paz - Com Marca Páginas - Junior Rostirola  Evangelho,,"R$78,89",2024-12-26 16:27:37
Vade Mecum Saraiva Tradicional - 38a Edição - 2º Semestre 2024,,"R$229,68",2024-12-26 16:27:37
Livro Rezemos O Terço,,"R$9,07",2024-12-26 16:27:37
